ID|date_updated|source|ID_source|date_updated_source|name_primary_en|name_secondary_en|categories_en|weight_package_g|weight_serving_g|energy_kJ_per_100g|energy_kcal_per_100g|fats_total_g_per_100g|fats_saturated_g_per_100g|fats_monounsaturated_g_per_100g|fats_polyunsaturated_g_per_100g|fats_trans_g_per_100g|fats_omega6_linoleic_g_per_100g|fats_omega3_alphalinolenic_g_per_100g|fats_omega3_icosapentaenoic_g_per_100g|fats_omega3_docosahexaenoic_g_per_100g|fats_cholesterol_g_per_100g|carbohydrates_available_g_per_100g|carbohydrates_sugars_g_per_100g|carbohydrates_starch_g_per_100g|carbohydrates_dietary_fibres_g_per_100g|proteins_total_g_per_100g|salt_sodium_chloride_total_g_per_100g|alcohol_g_per_100g|water_g_per_100g|vitaminA_RE_total_g_per_100g|vitaminA_RE_REA_g_per_100g|vitaminA_RE_retinol_pure_g_per_100g|vitaminA_RE_betacarotene_activity_g_per_100g|vitaminA_RE_betacarotene_pure_g_per_100g|vitaminB1_thiamine_g_per_100g|vitaminB2_riboflavin_g_per_100g|vitaminB6_pyridoxine_g_per_100g|vitaminB12_cobalamine_g_per_100g|vitaminB3_niacin_g_per_100g|vitaminB9_folate_g_per_100g|vitaminB5_panthothenic_g_per_100g|vitaminC_ascorbic_g_per_100g|vitaminD_calciferol_g_per_100g|vitaminE_alphatocopherol_g_per_100g|mineralK_potassium_g_per_100g|mineralNa_sodium_g_per_100g|mineralCl_chloride_g_per_100g|mineralCa_calcium_g_per_100g|mineralMg_magnesium_g_per_100g|mineralP_phosphorus_g_per_100g|mineralFe_iron_g_per_100g|mineralI_iodide_g_per_100g|mineralZn_zinc_g_per_100g|mineralSe_selenium_g_per_100g|name_primary_uk|name_secondary_uk|categories_uk|name_primary_de|name_secondary_de|categories_de|name_primary_fr|name_secondary_fr|categories_fr|name_primary_it|name_secondary_it|categories_it
generic_SwissFoodDB_product_203|2025-10-04|https://naehrwertdaten.ch/en/downloads/|458|2025-07-01|Radicchio red, raw|(null)|Vegetables/Fresh vegetables|(null)|(null)|79|19|0.1|0|(trace)|0.1|(null)|(null)|(null)|(null)|(null)|0|1.6|1.6|0|3|1.4|0|0|91.6|0.000133|0.000067|0|0.0008|0.0008|0.00006|0.00005|0.00005|0|0.0003|0.0000141|0.00019|0.0077|0|0.00057|0.35|0.0075|0.033|0.031|0.01|0.041|0.0004|(trace)|0.0002|0.0000001|Радіккіо червоний, сирий|(null)|Овочі/Свіжі овочі|Cicorino rot, roh|(null)|Gemüse/Gemüse frisch|Chicorée rouge, crue|Salade trévise;Trévise|Légumes/Légumes frais|Cicoria rossa, cruda|Radicchio rosso|Verdure/Verdure fresche
generic_SwissFoodDB_product_204|2025-10-04|https://naehrwertdaten.ch/en/downloads/|459|2025-07-01|Iceberg lettuce, raw|(null)|Vegetables/Fresh vegetables|(null)|(null)|64|15|0.2|0|0|0.1|(null)|0.02|0.05|0|0|0|2.1|2.1|0|1|0.8|0|0|95.6|0.000019|0.000009|0|0.000112|0.000112|0.00004|0.00003|0.00004|0|0.00014|0.0000309|0.00009|0.004|0|0.00009|0.18|0.0064|0.078|0.022|0.0071|0.022|0.0003|0|0.0002|0.0000002|Салат айсберг, сирий|(null)|Овочі/Свіжі овочі|Eisbergsalat, roh|(null)|Gemüse/Gemüse frisch|Salade Iceberg, crue|(null)|Légumes/Légumes frais|Lattuga iceberg, cruda|(null)|Verdure/Verdure fresche
generic_SwissFoodDB_product_205|2025-10-04|https://naehrwertdaten.ch/en/downloads/|460|2025-07-01|Thyme, fresh|(null)|Vegetables/Herbs|(null)|(null)|219|52|1.2|0.6|0.1|0.3|(null)|(null)|(null)|(null)|(null)|0|7.3|7.2|0.1|3|1.5|0|0|85|0.000475|0.000238|0|0.002851|0.002851|0.00008|0.00007|0.00015|0|0.0008|0.0000195|0|0|0|0.0008|0.13|0.009|0.032|0.31|0.036|0.032|0.02|0.000001|0.001|(null)|Чебрець, свіжий|(null)|Овочі/Трави|Thymian, roh|(null)|Gemüse/Kräuter|Thym, cru|(null)|Légumes/Herbes aromatiques|Timo, fresco|(null)|Verdure/Erbe aromatiche
generic_SwissFoodDB_product_206|2025-10-04|https://naehrwertdaten.ch/en/downloads/|461|2025-07-01|Sage, raw|(null)|Vegetables/Herbs|(null)|(null)|246|59|2.1|1.1|0.3|0.3|(null)|(null)|(null)|(null)|(null)|0|6.9|6.8|0.1|2.9|1.7|0|0|85|0.000471|0.000235|0|0.002824|0.00278|0.00012|0.00006|0.00054|0|0.00092|0|0|0|0|0.00075|0.17|0.002|0.032|0.27|0.069|0.015|0.0045|0.000001|0.0008|(null)|Шавлія, сирий|(null)|Овочі/Трави|Salbei, roh|(null)|Gemüse/Kräuter|Sauge, crue|(null)|Légumes/Herbes aromatiques|Salvia, fresca|(null)|Verdure/Erbe aromatiche
generic_SwissFoodDB_product_207|2025-10-04|https://naehrwertdaten.ch/en/downloads/|462|2025-07-01|Rosemary, fresh|(null)|Vegetables/Herbs|(null)|(null)|260|62|2.5|0.5|0.1|1.4|(null)|(null)|(null)|(null)|(null)|0|7.7|7.6|0.1|2.9|0.8|0|0|85|0.000092|0.000046|0|0.00055|0.00055|0.00009|0.00012|0.00005|0|0.00017|0|0|0.0165|0|0.00086|0.16|0.008|0.033|0.21|0.036|0.012|0.0048|0.000001|0.0005|(null)|Розмарин, свіжий|(null)|Овочі/Трави|Rosmarin, roh|(null)|Gemüse/Kräuter|Romarin, cru|(null)|Légumes/Herbes aromatiques|Rosmarino, fresco|(null)|Verdure/Erbe aromatiche
generic_SwissFoodDB_product_208|2025-10-04|https://naehrwertdaten.ch/en/downloads/|463|2025-07-01|Peppermint, fresh|(null)|Vegetables/Herbs|(null)|(null)|205|49|0.7|0.1|0|0.4|(null)|(null)|(null)|(null)|(null)|0|5.3|5.2|0.1|3|3.8|0|0|86.1|0.000122|0.000061|0|0.00073|0.00073|0.00012|0.00033|0.00005|0|0.0011|0.00011|0.00019|0.031|0|0.005|0.26|0.015|0.034|0.21|0.03|0.075|0.0095|0.000004|0.0012|(null)|М'ята перцева, свіжа|(null)|Овочі/Трави|Pfefferminze, roh|(null)|Gemüse/Kräuter|Menthe, crue|(null)|Légumes/Herbes aromatiques|Menta, fresca|(null)|Verdure/Erbe aromatiche
generic_SwissFoodDB_product_209|2025-10-04|https://naehrwertdaten.ch/en/downloads/|464|2025-07-01|Basil, raw|(null)|Vegetables/Herbs|(null)|(null)|194|46|0.8|0.1|0|0.4|(null)|(null)|(null)|(null)|(null)|0|5.1|5|0.1|3.1|3.1|0|0|86.4|0.000811|0.000405|0|0.004865|0.00482|0.00008|0.00031|0.00018|0|0.0011|0.00005|0.0002|0.026|0|0.001|0.3|0.009|0.035|0.25|0.011|0.037|0.0055|0.0000009|0.0007|(null)|Базилік, сирий|(null)|Овочі/Трави|Basilikum, roh|(null)|Gemüse/Kräuter|Basilic, cru|(null)|Légumes/Herbes aromatiques|Basilico, fresco|(null)|Verdure/Erbe aromatiche
generic_SwissFoodDB_product_210|2025-10-04|https://naehrwertdaten.ch/en/downloads/|465|2025-07-01|Sugar loaf chicory, raw|(null)|Vegetables/Fresh vegetables|(null)|(null)|67|16|0.2|0|0|0.1|(null)|(null)|(null)|(null)|(null)|0|1.5|1.5|0|1.6|1.2|0|0|94.8|0.000035|0.000017|0|0.000207|0.000207|0.00006|0.00008|0.00005|0|0.00031|0.0000162|0.00017|0.0068|0|0.0005|0.23|0.01|0.055|0.035|0.01|0.03|0.001|0.0000033|0.0002|(null)|Цикорій цукровий, сирий|(null)|Овочі/Свіжі овочі|Zuckerhutsalat, roh|(null)|Gemüse/Gemüse frisch|Chicorée pain de sucre, crue|(null)|Légumes/Légumes frais|Cicoria bianca di Milano, cruda|(null)|Verdure/Verdure fresche
generic_SwissFoodDB_product_211|2025-10-04|https://naehrwertdaten.ch/en/downloads/|466|2025-07-01|Soybean sprouts|(null)|Vegetables/Sprouts and shoots|(null)|(null)|231|55|1|0.1|0.1|0.7|(null)|(null)|(null)|(null)|(null)|0|4.7|4.6|0|2.4|5.5|0.1|0|85.6|0.000007|0.000003|0|0.000042|0.000042|0.00008|0.00016|0.00009|0|0.0015|0.00016|0.00049|0.0096|0|0.0001|0.24|0.03|0.047|0.032|0.019|0.075|0.0009|0.000002|0.001|(null)|Паростки сої|(null)|Овочі/Паростки та пагони|Sojasprossen, roh|Sojakeime|Gemüse/Sprossen und Keimlinge|Pousses de soja, crues|(null)|Légumes/Pousses et germes|Germogli di soia, crudi|(null)|Verdure/Germogli e piantine
generic_SwissFoodDB_product_212|2025-10-04|https://naehrwertdaten.ch/en/downloads/|467|2025-07-01|Endive, raw|(null)|Vegetables/Fresh vegetables|(null)|(null)|68|16|0.2|0.1|0|0.1|(null)|0.08|0.01|0|0|0|1.2|1.2|(trace)|1.2|1.8|0.1|0|94.8|0.000065|0.000033|0|0.000392|0.000392|0.00005|0.00012|0.00004|0|0.00041|0.000109|0.00044|0.0129|0|(trace)|0.22|0.052|0.094|0.023|0.0081|0.026|0.0005|0.0000029|0.0002|0.0000002|Цикорій, сирий|(null)|Овочі/Свіжі овочі|Endivie, roh|Frisée Salat|Gemüse/Gemüse frisch|Chicorée frisée/scarole, crue|Salade frisée;Salade scarole|Légumes/Légumes frais|Indivia riccia/scarola, cruda|Indivia riccia;Indivia scarola|Verdure/Verdure fresche
generic_SwissFoodDB_product_213|2025-10-04|https://naehrwertdaten.ch/en/downloads/|468|2025-07-01|Rocket, raw|(null)|Vegetables/Fresh vegetables|(null)|(null)|91|22|0.4|0.1|0|0.3|(null)|0.13|0.17|0|0|0|0.1|0|0|1.7|3.6|0.1|0|92.4|0.000366|0.000183|0|0.002196|0.002059|0.0001|0.00014|0.00013|0|0.0005|0.0000925|0.00029|0.0555|0|0.00043|0.35|0.029|0.093|0.19|0.028|0.044|0.0014|0.000005|0.0004|0.000002|Рукола, сира|(null)|Овочі/Свіжі овочі|Rucola, roh|Rauke|Gemüse/Gemüse frisch|Roquette, crue|Rucola|Légumes/Légumes frais|Rucola, cruda|(null)|Verdure/Verdure fresche
generic_SwissFoodDB_product_214|2025-10-04|https://naehrwertdaten.ch/en/downloads/|469|2025-07-01|Apricot, dried|(null)|Fruit/Dried fruit|(null)|(null)|1010|239|0.5|0.2|0.1|0.2|(null)|0.09|0.06|0|0|0|59.1|34.3|(trace)|8.3|2.9|0|0|24.7|0.000421|0.00021|0|0.002525|0.002525|0.00001|0.00004|0.00015|0|0.00269|0.0000089|0.00058|0.0002|0|0.004|1.37|0.011|0.0054|0.082|0.05|0.11|0.0014|0.0000027|0.0004|0.0000022|Абрикос, сушений|(null)|Фрукти/Сухофрукти|Aprikose, getrocknet|Marille;Dörraprikose|Früchte/Früchte getrocknet|Abricot, sec|(null)|Fruits/Fruits secs|Albicocche, secche|(null)|Frutta/Frutta secca
generic_SwissFoodDB_product_215|2025-10-04|https://naehrwertdaten.ch/en/downloads/|470|2025-07-01|Sugar, white|(null)|Sweets/Sugar and sweeteners|(null)|(null)|1700|400|0|0|0|0|(null)|0|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.002|0|0.0015|0.001|0|0|0.0001|0|0|0|Цукор, білий|(null)|Солодощі/Цукор та підсолоджувачі|Zucker, weiss|Kristallzucker;Saccharose|Süssigkeiten/Zucker und Süssstoffe|Sucre, blanc|Saccharose|Sucreries/Sucres et édulcorants|Zucchero bianco|Saccarosio;Zucchero cristallino|Dolciumi/Zuccheri ed edulcoranti
generic_SwissFoodDB_product_216|2025-10-04|https://naehrwertdaten.ch/en/downloads/|471|2025-07-01|Sugar, brown|(null)|Sweets/Sugar and sweeteners|(null)|(null)|1660|390|0|0|0|0|(null)|0|0|0|0|0|97.6|97.6|0|0|0|0.1|0|1.1|0|0|0|0|0|0|0|0.00002|0|0|0|0.0001|0|0|0|0.32|0.04|0.04|0.085|0.022|0.024|0.0019|0|0.0001|0.000001|Цукор, коричневий|(null)|Солодощі/Цукор та підсолоджувачі|Zucker, braun|(null)|Süssigkeiten/Zucker und Süssstoffe|Sucre, roux, complet|(null)|Sucreries/Sucres et édulcorants|Zucchero bruno|Zucchero grezzo;Zucchero integrale|Dolciumi/Zuccheri ed edulcoranti
generic_SwissFoodDB_product_217|2025-10-04|https://naehrwertdaten.ch/en/downloads/|472|2025-07-01|Honey, from flowers|(null)|Sweets/Jams and sweet sandwich spreads|(null)|(null)|1300|306|0|0|0|0|(null)|(null)|(null)|(null)|(null)|0|76|76|0|0|0.4|0|0|20|0|0|0|0|0|0|0.00005|0.0003|0|0.0002|0.0000053|0.0001|0.0017|0|0|0.047|0.007|0.018|0.005|0.003|0.017|0.0005|0.0000005|0.0004|(null)|Мед, з квітів|(null)|Солодощі/джеми та солодкі пасти для сендвічів|Honig (Blütenhonig)|(null)|Süssigkeiten/Konfitüren und süsse Brotaufstriche|Miel (miel de fleurs)|(null)|Sucreries/Confitures et produits à tartiner sucrés|Miele (miele di fiori)|(null)|Dolciumi/Confettura e prodotti dolci da spalmare sul pane
generic_SwissFoodDB_product_218|2025-10-04|https://naehrwertdaten.ch/en/downloads/|473|2025-07-01|Bean, green, dried|(null)|Vegetables/Dried vegetables|(null)|(null)|1340|318|2|0.4|0.1|1.1|(null)|0.53|0.61|0|0|0|42.1|22.2|19.8|25.3|20.2|0.1|0|6|0.000229|0.000114|0|0.001371|0.001371|0.00045|0.00071|0.00133|0|0.0041|0.000186|0.00219|0.0676|0|0.001|2.51|0.021|0.14|0.54|0.23|0.4|0.0072|0.000025|0.0025|(null)|Квасоля, зелена, сушена|(null)|Овочі/Сушені овочі|Bohne, grün, getrocknet|Dörrbohne|Gemüse/Gemüse getrocknet|Haricot (vert) sec, cru|(null)|Légumes/Légumes secs|Fagiolini verdi, secchi|Fagiolo comune|Verdure/Verdure secche
generic_SwissFoodDB_product_219|2025-10-04|https://naehrwertdaten.ch/en/downloads/|474|2025-07-01|Plum, fresh|(null)|Fruit/Fresh fruit|(null)|(null)|203|48|0.2|0|0|0.1|(null)|0.05|0.03|0|0|0|10.2|8.8|0|1.6|0.6|0|0|83.7|0.00003|0.000015|0|0.000179|0.000176|0.00004|0.00004|0.00003|0|0.00045|0.000002|0.00017|0.0052|0|0.00085|0.16|0.0017|0.0015|0.0083|0.0074|0.016|0.0003|0.0000014|0.0001|0.0000006|Слива, свіжа|(null)|Фрукти/Свіжі фрукти|Pflaume, roh|(null)|Früchte/Früchte frisch|Prune, crue|(null)|Fruits/Fruits frais|Prugna, cruda|(null)|Frutta/Frutta fresca
generic_SwissFoodDB_product_220|2025-10-04|https://naehrwertdaten.ch/en/downloads/|475|2025-07-01|Prune, dried|(null)|Fruit/Dried fruit|(null)|(null)|958|227|0.4|0.2|0.1|0.1|(null)|(null)|(null)|(null)|(null)|0|55.4|38.1|(trace)|5.1|1.6|0|0|34.9|0.000002|0.000001|0|0.000015|0.000015|0.00003|0.00003|0.00025|0|0.00043|0.000001|0.00038|(trace)|0|0.00105|0.61|0.003|0.011|0.05|0.03|0.066|0.0004|0.0000008|0.0003|(trace)|Чорнослив, сушений|(null)|Фрукти/Сухофрукти|Pflaume, getrocknet|Backpflaume;Dörrpflaume|Früchte/Früchte getrocknet|Pruneau, sec|(null)|Fruits/Fruits secs|Prugna, secca|(null)|Frutta/Frutta secca
generic_SwissFoodDB_product_221|2025-10-04|https://naehrwertdaten.ch/en/downloads/|476|2025-07-01|Quince, fresh|(null)|Fruit/Fresh fruit|(null)|(null)|197|47|0.5|0|0.2|0.2|(null)|0.1|0|0|0|0|7.3|7.3|0|5.9|0.4|0|0|84.5|0.000004|0.000002|0|0.000024|0.000024|0.00003|0.00003|0.00004|0|0.0002|0.000008|0.00008|0.013|0|0.0004|0.18|0.002|0.0017|0.01|0.0082|0.02|0.0006|0.000001|0.0002|0.0000008|Айва, свіжа|(null)|Фрукти/Свіжі фрукти|Quitte, roh|(null)|Früchte/Früchte frisch|Coing, cru|(null)|Fruits/Fruits frais|Mela cotogna, cruda|(null)|Frutta/Frutta fresca
generic_SwissFoodDB_product_222|2025-10-04|https://naehrwertdaten.ch/en/downloads/|477|2025-07-01|Raisins, dried (grape)/ sultanas|(null)|Fruit/Dried fruit|(null)|(null)|1360|321|0.9|0.3|0.3|0.2|(null)|0.17|0.01|0|0|0|73.2|70.3|0.5|4.2|3|0.1|0|16|0|0|0|0.000003|0.000003|0.00011|0.00003|0.00008|0|0.00061|0.000004|0.00012|0.0002|0|0.00012|0.78|0.021|0.01|0.08|0.041|0.11|0.0023|0.000002|0.0002|0.0000073|Ізюм, сушений (виноградний) / родзинки|(null)|Фрукти/Сухофрукти|Rosine, getrocknet|Sultanine;Weinbeere|Früchte/Früchte getrocknet|Raisin, sec|Sultanine|Fruits/Fruits secs|Uvetta, secca|Uva sultanina|Frutta/Frutta secca
generic_SwissFoodDB_product_223|2025-10-04|https://naehrwertdaten.ch/en/downloads/|478|2025-07-01|Grape, green, fresh|(null)|Fruit/Fresh fruit|(null)|(null)|292|69|0.3|0.1|0|0.1|(null)|0.05|0.02|0|0|0|15.2|14.6|0|1.5|0.7|0|0|81.1|0.000001|0.000001|0|0.000008|0.000008|0.00005|0.00001|0.00004|0|0.00012|0.0000163|0.00005|0.0029|0|0.00016|0.2|0.002|0.002|0.012|0.0076|0.019|0.0004|0.000001|0|0.0000009|Виноград, зелений, свіжий|(null)|Фрукти/Свіжі фрукти|Traube, weiss, roh|Weintraube|Früchte/Früchte frisch|Raisin, blanc, cru|(null)|Fruits/Fruits frais|Uva, bianca, cruda|Uva da tavola|Frutta/Frutta fresca
generic_SwissFoodDB_product_224|2025-10-04|https://naehrwertdaten.ch/en/downloads/|479|2025-07-01|Prune plum, fresh|(null)|Fruit/Fresh fruit|(null)|(null)|182|43|0.1|0|0|0.1|(null)|0.03|0.02|0|0|0|8.8|8.8|0|2.3|0.6|0|0|86.3|0.000027|0.000013|0|0.000159|0.000146|0.00003|0.00002|0.00003|0|0.00041|0.000003|0.00014|0.0034|0|0.00061|0.24|0.002|0.001|0.013|0.008|0.023|0.0004|0.0000001|0.0001|0.0000006|Слива, свіжа|(null)|Фрукти/Свіжі фрукти|Zwetschge, roh|(null)|Früchte/Früchte frisch|Pruneau, cru|Quetsche|Fruits/Fruits frais|Prugne susine, crude|(null)|Frutta/Frutta fresca
generic_SwissFoodDB_product_225|2025-10-04|https://naehrwertdaten.ch/en/downloads/|480|2025-07-01|Pumpkin, raw|(null)|Vegetables/Fresh vegetables|(null)|(null)|119|28|0.1|0|0|0.1|(null)|0.02|0.04|0|0|0|4.6|3.9|0.7|2.2|1.1|0|0|90.4|0.00068|0.00034|0|0.004081|0.002659|0.00005|0.00007|0.00009|0|0.0005|0.0000202|0.00048|0.0149|0|(null)|0.4|0.0009|0.065|0.041|0.0084|0.027|0.0002|0.0000002|0.0001|0.0000002|Гарбуз, сирий|(null)|Овочі/Свіжі овочі|Kürbis, roh|Riesenkürbis|Gemüse/Gemüse frisch|Courge, crue|Citrouille;Potiron|Légumes/Légumes frais|Zucca, cruda|(null)|Verdure/Verdure fresche
generic_SwissFoodDB_product_226|2025-10-04|https://naehrwertdaten.ch/en/downloads/|481|2025-07-01|Flounder, raw|(null)|Fish/Sea fish|(null)|(null)|339|80|1.6|0.4|0.4|0.5|(null)|0.01|0.01|0.283|0.137|0.048|0|0|0|0|16.5|0.4|0|81.4|0.000009|0.000009|0.000009|0|0|0.00022|0.00021|0.00025|0.000001|0.0034|0.000011|0.00068|0.0008|0.0000002|0.001|0.29|0.15|0.13|0.048|0.022|0.19|0.0003|0.0000063|0.0005|0.00002|Камбала, сира|(null)|Риба/Морська риба|Flunder, roh|(null)|Fisch/Meeresfische|Flet, cru|(null)|Poisson/Poissons de mer|Passera pianuzza, cruda|(null)|Pesce/Pesci di mare
generic_SwissFoodDB_product_227|2025-10-04|https://naehrwertdaten.ch/en/downloads/|482|2025-07-01|Parmesan cheese|(null)|Milk and dairy products/Hard cheese|(null)|(null)|1670|401|31|20.6|7.2|1|(null)|0.38|0.24|0.023|0.003|0.077|(trace)|(trace)|0|0|30.5|1.6|0|31.4|0.000298|0.000288|0.000278|0.000118|0.000118|0.00002|0.00029|0.0001|0.00000175|0.0002|0.00002|0.00079|(trace)|0.0000008|0.00078|0.1|0.65|1.7|1.34|0.044|0.8|0.0007|0.00004|0.004|(null)|Сир пармезан|(null)|Молоко та молочні продукти/Твердий сир|Parmesan|Parmiggiano|Milch und Milchprodukte/Hartkäse|Parmesan|(null)|Lait et produits laitiers/Fromage à pâte dure|Parmigiano|(null)|Latte e prodotti di latte/Formaggio a pasta dura
generic_SwissFoodDB_product_228|2025-10-04|https://naehrwertdaten.ch/en/downloads/|483|2025-07-01|Gorgonzola|(null)|Milk and dairy products/Hard cheese|(null)|(null)|1480|357|31.2|18.7|7.4|1.4|(null)|0.38|0.24|0.023|0.003|0.094|0.1|0.1|0|0|19|3.6|0|42.4|0.00019|0.000182|0.000175|0.000088|0.000088|0.00001|0.00036|0.00007|0.0000009|0.00032|0.000052|0.00141|(trace)|0.0000006|0.00054|0.14|1.45|1.8|0.61|0.02|0.36|0.0003|0.00004|0.0025|(null)|Горгонзола|(null)|Молоко та молочні продукти/Твердий сир|Gorgonzola|(null)|Milch und Milchprodukte/Hartkäse|Gorgonzola|(null)|Lait et produits laitiers/Fromage à pâte dure|Gorgonzola|(null)|Latte e prodotti di latte/Formaggio a pasta dura
generic_SwissFoodDB_product_229|2025-10-04|https://naehrwertdaten.ch/en/downloads/|484|2025-07-01|Roquefort cheese|(null)|Milk and dairy products/Hard cheese|(null)|(null)|1580|382|33.9|24.9|5.9|0.8|(null)|0.52|0.23|0.02|(trace)|0.075|0|0|0|0|19.2|3.2|0|41.9|0.000212|0.000212|0.000212|0|0|0.00004|0.00085|0.00008|0.00000058|0.00073|0.0000291|0.00068|0|0.0000006|0.00012|0.12|1.29|2.6|0.66|0.032|0.39|0.0001|0.000051|0.0018|0.000007|Сир Рокфор|(null)|Молоко та молочні продукти/Твердий сир|Roquefort|(null)|Milch und Milchprodukte/Hartkäse|Roquefort|(null)|Lait et produits laitiers/Fromage à pâte dure|Formaggio Roquefort|(null)|Latte e prodotti di latte/Formaggio a pasta dura
generic_SwissFoodDB_product_230|2025-10-04|https://naehrwertdaten.ch/en/downloads/|485|2025-07-01|Soft cheese, Mascarpone|(null)|Milk and dairy products/Fresh cheese and curds|(null)|(null)|1790|435|44.5|29.5|11.7|1.9|(null)|0.54|0.34|0.033|0.004|0.123|4.1|4.1|0|0|4.5|0.2|0|46.2|0.000347|0.000328|0.00031|0.00022|0.00022|0.00001|0.00026|0.00004|0.00000033|0.0001|0.000011|0.00041|(trace)|0.0000005|0.001|0.053|0.086|(trace)|0.068|(trace)|0.097|0.0002|0.000029|0.0004|(null)|М'який сир, Маскарпоне|(null)|Молоко та молочні продукти/Сир свіжий та кисломолочний|Mascarpone|(null)|Milch und Milchprodukte/Frischkäse und Quark|Mascarpone|(null)|Lait et produits laitiers/Fromage frais et séré|Mascarpone|(null)|Latte e prodotti di latte/Formaggio fresco e quark
generic_SwissFoodDB_product_231|2025-10-04|https://naehrwertdaten.ch/en/downloads/|486|2025-07-01|Hare, fresh|(null)|Meat and offal/Other animal species|(null)|(null)|444|105|1.9|0.6|0.2|0.9|(null)|0.34|0.31|0.038|0.013|0.065|0|0|0|0|22|0.1|0|74|0|0|0|0|0|0.00009|0.00006|0.0003|0.000001|0.00807|0.000005|0.0008|0|0|0.0001|0.28|0.044|0.04|0.014|0.024|0.21|0.0028|0.0000006|0.0022|0.000017|Зайчатина, свіжа|(null)|М'ясо та субпродукти/Інші види тварин|Hase (Durchschnitt), roh|(null)|Fleisch und Innereien/Sonstige Tierarten|Lièvre (moyenne), cru|(null)|Viande et abats/Autres espèces animales|Lepre (media), cruda|(null)|Carne e frattaglie/Altre specie animali
generic_SwissFoodDB_product_232|2025-10-04|https://naehrwertdaten.ch/en/downloads/|487|2025-07-01|Deer (average), raw|(null)|Meat and offal/Game|(null)|(null)|474|112|3.3|1.7|0.7|0.8|(null)|0.36|0.15|0.063|0.011|0.05|0|0|0|0|20.6|0.2|0|74.9|0|0|0|0|0|0.00025|0.00025|0.0003|0.000001|0.00553|0.000005|0.0008|0|(trace)|0.00013|0.31|0.062|0.04|0.01|0.021|0.2|0.0023|0.0000006|0.0032|(null)|Оленина (узагальнено), сирий|(null)|М'ясо та субпродукти/Дичина|Hirsch (Durchschnitt), roh|(null)|Fleisch und Innereien/Wild|Cerf (moyenne), cru|(null)|Viande et abats/Gibier|Cervo (media), crudo|(null)|Carne e frattaglie/Selvaggina
generic_SwissFoodDB_product_233|2025-10-04|https://naehrwertdaten.ch/en/downloads/|489|2025-07-01|Wild boar, raw|(null)|Meat and offal/Game|(null)|(null)|455|108|3.3|1|1.3|0.5|(null)|0.38|0.02|0.006|0.003|0.065|0|0|0|0|19.5|0.2|0|75.9|0.000008|0.000008|0.000008|0|0|0.0001|0.0002|0.0004|0.000005|0.0051|0.000005|0.0007|0|(trace)|0.00021|0.36|0.094|0.06|0.01|0.022|0.17|0.0018|0.000006|0.0023|0.0000098|Кабанятина, сирий|(null)|М'ясо та субпродукти/Дичина|Wildschwein (Durchschnitt), roh|(null)|Fleisch und Innereien/Wild|Sanglier (moyenne), cru|(null)|Viande et abats/Gibier|Cinghiale (media), crudo|(null)|Carne e frattaglie/Selvaggina
generic_SwissFoodDB_product_234|2025-10-04|https://naehrwertdaten.ch/en/downloads/|491|2025-07-01|Cucumber, pickled|(null)|Vegetables/Cooked vegetables (incl. cans)|(null)|(null)|59|14|0.1|0|0|0|(null)|(trace)|(trace)|0|0|0|2.1|1.9|0.2|1|0.7|1.8|0|93|0.000015|0.000008|0|0.00009|0.00008|0.00002|0.00002|0.00002|0|0.0002|0.000007|(trace)|0.005|0|0.0001|0.1|0.7|(trace)|0.014|0.011|0.02|0.001|(trace)|0.0003|(null)|Огірок, маринований|(null)|Овочі/Варені овочі (вкл. консервовані)|Gurke, in Essig eingelegt|Cornichon;Essiggurke|Gemüse/Gemüse gekocht (inkl. Konserven)|Cornichon au vinaigre|(null)|Légumes/Légumes cuits (conserves comprises)|Cetriolini, sott'aceto|(null)|Verdure/Verdure cotte (incl. conserve)
generic_SwissFoodDB_product_235|2025-10-04|https://naehrwertdaten.ch/en/downloads/|492|2025-07-01|Olive, green, in brine, drained|(null)|Nuts, seeds and oleaginous fruit|(null)|(null)|632|154|15.7|2.3|11.1|1.5|(null)|1.33|0.18|0|0|0|(trace)|(trace)|0|3.6|1.3|3.2|0|75.8|0.000004|0.000002|0|0.000027|0.000027|(trace)|(trace)|0.00002|0|(trace)|(trace)|0.00004|(trace)|(trace)|0.00439|0.031|1.26|1.76|0.058|0.024|0.0067|0.0002|0.000002|0.0001|0|Оливки, зелені, в розсолі, зціджені|(null)|Горіхи, насіння та олійні плоди|Olive, grün, in Salzlake, abgetropft|(null)|Nüsse, Samen und Ölfrüchte|Olive, verte, en saumure, égouttée|(null)|Noix, graines et produits oléagineux|Oliva, verde, in salamoia, sgocciolata|(null)|Noci, semi e frutti oleosi
